dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,time_category,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day
2011-01-01,Spring,0,1,0,0,Sat,Tidak,Cerah,0.24,0.2879,0.81,0.0,3,13,16,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,1,0,Sat,Tidak,Cerah,0.22,0.2727,0.8,0.0,8,32,40,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,2,0,Sat,Tidak,Cerah,0.22,0.2727,0.8,0.0,5,27,32,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,3,0,Sat,Tidak,Cerah,0.24,0.2879,0.75,0.0,3,10,13,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,4,0,Sat,Tidak,Cerah,0.24,0.2879,0.75,0.0,0,1,1,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,5,0,Sat,Tidak,Berkabut,0.24,0.2576,0.75,0.0896,0,1,1,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,6,0,Sat,Tidak,Cerah,0.22,0.2727,0.8,0.0,2,0,2,Pagi,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,7,0,Sat,Tidak,Cerah,0.2,0.2576,0.86,0.0,1,2,3,Pagi,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,8,0,Sat,Tidak,Cerah,0.24,0.2879,0.75,0.0,1,7,8,Pagi,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,9,0,Sat,Tidak,Cerah,0.32,0.3485,0.76,0.0,8,6,14,Pagi,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,10,0,Sat,Tidak,Cerah,0.38,0.3939,0.76,0.2537,12,24,36,Siang,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,11,0,Sat,Tidak,Cerah,0.36,0.3333,0.81,0.2836,26,30,56,Siang,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,12,0,Sat,Tidak,Cerah,0.42,0.4242,0.77,0.2836,29,55,84,Siang,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,13,0,Sat,Tidak,Berkabut,0.46,0.4545,0.72,0.2985,47,47,94,Siang,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,14,0,Sat,Tidak,Berkabut,0.46,0.4545,0.72,0.2836,35,71,106,Siang,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,15,0,Sat,Tidak,Berkabut,0.44,0.4394,0.77,0.2985,40,70,110,Sore,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,16,0,Sat,Tidak,Berkabut,0.42,0.4242,0.82,0.2985,41,52,93,Sore,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,17,0,Sat,Tidak,Berkabut,0.44,0.4394,0.82,0.2836,15,52,67,Sore,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,18,0,Sat,Tidak,Hujan Ringan,0.42,0.4242,0.88,0.2537,9,26,35,Sore,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,19,0,Sat,Tidak,Hujan Ringan,0.42,0.4242,0.88,0.2537,6,31,37,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,20,0,Sat,Tidak,Berkabut,0.4,0.4091,0.87,0.2537,11,25,36,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,21,0,Sat,Tidak,Berkabut,0.4,0.4091,0.87,0.194,3,31,34,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,22,0,Sat,Tidak,Berkabut,0.4,0.4091,0.94,0.2239,11,17,28,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-01,Spring,0,1,23,0,Sat,Tidak,Berkabut,0.46,0.4545,0.88,0.2985,15,24,39,Malam,Spring,0.0,1.0,0.0,Sat,Tidak,Berkabut,14.110847,18.18125,80.58330000000001,10.749882,331.0,654.0,985.0
2011-01-02,Spring,0,1,0,0,Sun,Tidak,Berkabut,0.46,0.4545,0.88,0.2985,4,13,17,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,1,0,Sun,Tidak,Berkabut,0.44,0.4394,0.94,0.2537,1,16,17,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,2,0,Sun,Tidak,Berkabut,0.42,0.4242,1.0,0.2836,1,8,9,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,3,0,Sun,Tidak,Berkabut,0.46,0.4545,0.94,0.194,2,4,6,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,4,0,Sun,Tidak,Berkabut,0.46,0.4545,0.94,0.194,2,1,3,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,6,0,Sun,Tidak,Hujan Ringan,0.42,0.4242,0.77,0.2985,0,2,2,Pagi,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,7,0,Sun,Tidak,Berkabut,0.4,0.4091,0.76,0.194,0,1,1,Pagi,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,8,0,Sun,Tidak,Hujan Ringan,0.4,0.4091,0.71,0.2239,0,8,8,Pagi,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,9,0,Sun,Tidak,Berkabut,0.38,0.3939,0.76,0.2239,1,19,20,Pagi,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,10,0,Sun,Tidak,Berkabut,0.36,0.3485,0.81,0.2239,7,46,53,Siang,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,11,0,Sun,Tidak,Berkabut,0.36,0.3333,0.71,0.2537,16,54,70,Siang,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,12,0,Sun,Tidak,Berkabut,0.36,0.3333,0.66,0.2985,20,73,93,Siang,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,13,0,Sun,Tidak,Berkabut,0.36,0.3485,0.66,0.1343,11,64,75,Siang,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,14,0,Sun,Tidak,Hujan Ringan,0.36,0.3485,0.76,0.194,4,55,59,Siang,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,15,0,Sun,Tidak,Hujan Ringan,0.34,0.3333,0.81,0.1642,19,55,74,Sore,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,16,0,Sun,Tidak,Hujan Ringan,0.34,0.3333,0.71,0.1642,9,67,76,Sore,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,17,0,Sun,Tidak,Cerah,0.34,0.3333,0.57,0.194,7,58,65,Sore,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,18,0,Sun,Tidak,Berkabut,0.36,0.3333,0.46,0.3284,10,43,53,Sore,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,19,0,Sun,Tidak,Cerah,0.32,0.2879,0.42,0.4478,1,29,30,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,20,0,Sun,Tidak,Cerah,0.3,0.2727,0.39,0.3582,5,17,22,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,21,0,Sun,Tidak,Cerah,0.26,0.2273,0.44,0.3284,11,20,31,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,22,0,Sun,Tidak,Cerah,0.24,0.2121,0.44,0.2985,0,9,9,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-02,Spring,0,1,23,0,Sun,Tidak,Cerah,0.22,0.2273,0.47,0.1642,0,8,8,Malam,Spring,0.0,1.0,0.0,Sun,Tidak,Berkabut,14.902598000000001,17.686950000000003,69.6087,16.652113,131.0,670.0,801.0
2011-01-03,Spring,0,1,0,0,Mon,Ya,Cerah,0.22,0.197,0.44,0.3582,0,5,5,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,1,0,Mon,Ya,Cerah,0.2,0.1667,0.44,0.4179,0,2,2,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,4,0,Mon,Ya,Cerah,0.16,0.1364,0.47,0.3881,0,1,1,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,5,0,Mon,Ya,Cerah,0.16,0.1364,0.47,0.2836,0,3,3,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,6,0,Mon,Ya,Cerah,0.14,0.1061,0.5,0.3881,0,30,30,Pagi,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,7,0,Mon,Ya,Cerah,0.14,0.1364,0.5,0.194,1,63,64,Pagi,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,8,0,Mon,Ya,Cerah,0.14,0.1212,0.5,0.2836,1,153,154,Pagi,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,9,0,Mon,Ya,Cerah,0.16,0.1364,0.43,0.3881,7,81,88,Pagi,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,10,0,Mon,Ya,Cerah,0.18,0.1667,0.43,0.2537,11,33,44,Siang,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,11,0,Mon,Ya,Cerah,0.2,0.1818,0.4,0.3284,10,41,51,Siang,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,12,0,Mon,Ya,Cerah,0.22,0.2121,0.35,0.2985,13,48,61,Siang,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,13,0,Mon,Ya,Cerah,0.24,0.2121,0.35,0.2836,8,53,61,Siang,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,14,0,Mon,Ya,Cerah,0.26,0.2424,0.3,0.2836,11,66,77,Siang,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,15,0,Mon,Ya,Cerah,0.26,0.2424,0.3,0.2537,14,58,72,Sore,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,16,0,Mon,Ya,Cerah,0.26,0.2424,0.3,0.2537,9,67,76,Sore,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,17,0,Mon,Ya,Cerah,0.24,0.2273,0.3,0.2239,11,146,157,Sore,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,18,0,Mon,Ya,Cerah,0.24,0.2576,0.32,0.1045,9,148,157,Sore,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,19,0,Mon,Ya,Cerah,0.2,0.2576,0.47,0.0,8,102,110,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,20,0,Mon,Ya,Cerah,0.2,0.2273,0.47,0.1045,3,49,52,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,21,0,Mon,Ya,Cerah,0.18,0.197,0.64,0.1343,3,49,52,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,22,0,Mon,Ya,Cerah,0.14,0.1515,0.69,0.1343,0,20,20,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-03,Spring,0,1,23,0,Mon,Ya,Cerah,0.18,0.2121,0.55,0.1045,1,11,12,Malam,Spring,0.0,1.0,0.0,Mon,Ya,Cerah,8.050924,9.47025,43.7273,16.636703,120.0,1229.0,1349.0
2011-01-04,Spring,0,1,0,0,Tue,Ya,Cerah,0.16,0.1818,0.55,0.1045,0,5,5,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,1,0,Tue,Ya,Cerah,0.16,0.1818,0.59,0.1045,0,2,2,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,2,0,Tue,Ya,Cerah,0.14,0.1515,0.63,0.1343,0,1,1,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,4,0,Tue,Ya,Cerah,0.14,0.1818,0.63,0.0896,0,2,2,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,5,0,Tue,Ya,Cerah,0.12,0.1515,0.68,0.1045,0,4,4,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,6,0,Tue,Ya,Cerah,0.12,0.1515,0.74,0.1045,0,36,36,Pagi,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,7,0,Tue,Ya,Cerah,0.12,0.1515,0.74,0.1343,2,92,94,Pagi,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,8,0,Tue,Ya,Cerah,0.14,0.1515,0.69,0.1642,2,177,179,Pagi,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
